epoch,train_loss,train_acc,val_loss,val_acc,lr
112,0.5886431853381955,97.312,0.7484258186968067,89.83,0.03726319048742655
113,0.5828262278620078,97.62,0.8175507934787606,87.74,0.03656784084364238
114,0.5838126336433449,97.574,0.7821695721602138,89.14,0.03587457170895693
115,0.58251460839291,97.652,0.7293627126307427,90.9,0.035183554137155584
116,0.5838099751545458,97.564,0.7583827150018909,90.23,0.03449495862648424
117,0.5794457778030512,97.784,0.7517853515057624,89.86,0.03380895507758152
118,0.5776932324681964,97.812,0.7902024667474288,88.63,0.033125712751558206
119,0.5759662931062737,97.894,0.75681349371053,89.83,0.03244540022823467
120,0.5726681798696518,97.99,0.719096415405032,91.56,0.031768185364546314
121,0.5713059713645857,98.046,0.7758410218395765,89.15,0.031094235253127368
122,0.5705539553749318,98.114,0.7272948207734506,91.18,0.030423716181083263
123,0.5693443867625022,98.162,0.8497652916968623,86.62,0.029756793588961876
124,0.568693677077488,98.23,0.739895795719533,91.25,0.02909363202993342
125,0.5674920559537654,98.224,0.7211246656466134,91.3,0.028434395129189487
126,0.5644598776588634,98.34,0.7481089309801029,90.4,0.027779245543570957
127,0.5624600533319979,98.406,0.6979071535641634,92.56,0.027128344921434854
128,0.5601143867385631,98.512,0.775051794474638,89.32,0.026481853862770095
129,0.5598498296980955,98.494,0.7637197805356376,90.32,0.02583993187957172
